Vehicle Lighting System Analysis Results
==================================================

=== Initial Analysis ===
Light: Low Beam | Result: PASSED (deactivated)
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: PASSED (deactivated)
Light: Left Turn | Result: PASSED (deactivated)
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: PASSED (deactivated)
Light: Parking Right | Result: PASSED (deactivated)
Light: Parking Right | Result: PASSED (deactivated)
Light: Parking Right | Result: PASSED (deactivated)
Light: Parking Right | Result: PASSED (deactivated)
Light: Hazard Lights | Result: PASSED (deactivated)
Light: Hazard Lights | Result: PASSED (deactivated)
Light: Hazard Lights | Result: PASSED (deactivated)
Light: Left Turn | Result: FAILED
Light: Hazard Lights | Result: PASSED (deactivated)
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
=== New Monitoring Session === Tue May  6 11:08:03 2025
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: PASSED 
Light: Left Turn | Result: PASSED
Light: Parking Left | Result: PASSED
Light: Hazard Lights | Result: PASSED 
Light: Hazard Lights | Result: PASSED 
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Left Turn | Result: FAILED
Light: Low Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
